group,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32
0,0.014563778,0.011689011,0.016284489,0.003566967,-0.010793933,-0.0000593,0.001980356,0.000904211,0.0073805,-0.0000459,0.001606078,0.008474833,0.001607867,0.0058301,-0.0012786,0.002186511,0.003369922,0.004769722,0.0016914,0.003704267,0.0021483,0.000404522,0.002413144,0.002074278,0.004677322,0.003138367,0.006364378,0.007630978,0.007471022,0.0024368,-0.009411622,0.002835522
0,0.036619233,0.028690722,0.041281667,0.008607689,0.0073902,0.005777967,0.005862989,0.002175978,0.019061978,0.002188956,0.007062722,0.043487267,0.004688978,0.014574378,0.007505867,0.006424167,0.009777822,0.012209533,0.004907611,0.0092664,0.006088567,0.002790822,0.011900067,0.0061141,0.013032867,0.010134189,0.014679056,0.019507011,0.019090611,0.009321044,-0.002825389,0.007395922
0,0.020337856,0.0162825,0.0228626,0.005340289,0.003905278,0.003934444,0.003423256,0.001275533,0.011169456,0.001660689,0.003936278,0.014572056,0.002879722,0.008708956,0.002623567,0.004164389,0.006178233,0.007649722,0.0030645,0.005968722,0.003786644,0.001929122,0.0065894,0.003610867,0.007535233,0.005722711,0.009261944,0.011583733,0.011421778,0.005111244,0.000692667,0.004700589
0,0.032378889,0.024997522,0.035665767,0.007534067,0.007312322,0.005938756,0.004756178,0.0019073,0.016998689,0.002264622,0.005953167,0.020039844,0.003988156,0.012695867,0.003281,0.005834422,0.008893689,0.0113012,0.004429667,0.008585022,0.005290689,0.0027965,0.009117433,0.005103533,0.010640433,0.008686489,0.013304922,0.017269444,0.0170779,0.007017622,0.002854056,0.006597922
0,0.023161856,0.018453511,0.026056589,0.005725733,-0.005069056,0.003266878,0.003437611,0.001419,0.012153533,0.0010395,0.003624389,0.014195589,0.002885078,0.009413544,0.000926356,0.004035056,0.006141511,0.008140856,0.003038289,0.006336811,0.0038192,0.001451344,0.005557656,0.003636378,0.007747422,0.005788244,0.010090067,0.012386256,0.012315422,0.004615467,-0.004263433,0.0049065
0,0.019377478,0.015600967,0.021931778,0.004938167,-0.00616455,0.0026161,0.002935544,0.001203933,0.0102483,0.000750189,0.002961589,0.012236367,0.0024395,0.008012256,0.000482178,0.003395311,0.005120589,0.006995189,0.002577656,0.005462078,0.003203167,0.001077956,0.004566067,0.003117078,0.006652622,0.005017656,0.0087672,0.010527478,0.010479144,0.003836078,-0.004654438,0.0043174
0,0.029442456,0.022592722,0.033040333,0.006506689,0.001274689,0.003690689,0.004292856,0.001756511,0.0149433,0.000878656,0.005217544,0.032313367,0.003514022,0.011344322,0.004652711,0.004741289,0.0073098,0.008958678,0.003531678,0.007485444,0.004422144,0.001874311,0.008518444,0.004593778,0.0096372,0.007570489,0.011211456,0.015428233,0.014616344,0.006471233,-0.006803367,0.005330089
0,0.014266444,0.011259533,0.015964989,0.003361067,-0.013606056,-0.000668711,0.001730778,0.000875867,0.006998578,-0.000461189,0.001228078,0.008284433,0.001417167,0.005434678,-0.001867833,0.001829011,0.002907389,0.004190122,0.001441867,0.003546422,0.001900056,-0.00000674,0.001788078,0.001916589,0.0043536,0.0026578,0.006075844,0.0072377,0.006997133,0.001803122,-0.011450956,0.002609633
0,0.026157444,0.020868244,0.029696033,0.006473267,0.003128878,0.0041215,0.004390833,0.001597878,0.013873311,0.001639533,0.004970233,0.028898067,0.003553789,0.010853367,0.005029811,0.004830967,0.007350156,0.009105856,0.003670889,0.007256978,0.004632944,0.002060156,0.008565656,0.004584322,0.009601067,0.007266567,0.010963178,0.014233611,0.013940467,0.007038089,-0.003609956,0.005571744
0,0.017630244,0.013755867,0.019486867,0.004211067,-0.010641233,0.000407422,0.002334233,0.001058733,0.008893367,-0.0000246,0.002100056,0.0104118,0.001918756,0.006856456,-0.001302522,0.002627522,0.004044911,0.005478156,0.001979244,0.004561756,0.002579056,0.000578967,0.003137311,0.002574867,0.005609533,0.003598022,0.007502333,0.0091497,0.008927567,0.002731511,-0.008959378,0.003341611
0,0.036057478,0.028245622,0.040885078,0.008339578,-0.007804511,0.004838356,0.005145489,0.002109533,0.018360811,0.001403289,0.005555111,0.026037311,0.004182089,0.013908356,0.002065522,0.005765567,0.008786767,0.012188667,0.004492811,0.009353722,0.005545,0.001993856,0.008605833,0.0055034,0.011749744,0.009506789,0.014713456,0.018550478,0.018504956,0.006993489,-0.007109133,0.007225256
0,0.036471167,0.028716022,0.041442567,0.008704611,-0.003167422,0.005642144,0.005352233,0.0021139,0.019067044,0.001996956,0.005997544,0.023246256,0.004436533,0.0143578,0.002175633,0.006242956,0.0094666,0.012896056,0.004786844,0.009761267,0.005856278,0.002499289,0.009302689,0.005762711,0.012098967,0.0101674,0.015269644,0.019178156,0.0191963,0.007266367,-0.002703211,0.007648522
0,0.0184699,0.014267056,0.020247922,0.004478933,0.002272256,0.003258911,0.002805111,0.001144678,0.009812544,0.001088922,0.0033875,0.010685367,0.002391333,0.007427289,0.0015473,0.003432089,0.005194367,0.006131422,0.002455444,0.005145844,0.003082544,0.001633311,0.005156133,0.003008356,0.006212,0.004463578,0.007776933,0.010206022,0.009765156,0.0037815,0.000243744,0.003802622
0,0.020088522,0.015198122,0.022380311,0.0041325,-0.019594844,-0.001852222,0.002119389,0.001190667,0.009449078,-0.000930289,0.001317211,0.010685022,0.001767078,0.007130111,-0.002740367,0.002206878,0.003808756,0.005848256,0.001714089,0.004761889,0.002272822,-0.000166889,0.001757022,0.002330033,0.0051829,0.003692822,0.007484056,0.009565767,0.009099333,0.002115178,-0.019434811,0.003185244
0,0.014832733,0.011547122,0.016370822,0.003633422,-0.004409744,0.002079733,0.002181744,0.000936844,0.007827622,0.000508433,0.002284644,0.0086353,0.001848111,0.006057867,0.000427811,0.002510478,0.0039473,0.004989956,0.0018484,0.004170933,0.002375044,0.000963711,0.003467589,0.0023407,0.004970311,0.003318978,0.006443544,0.008242189,0.007806456,0.002729167,-0.003942056,0.0030396
0,0.011405711,0.009057433,0.012554278,0.003134956,0.005188511,0.002701111,0.002087978,0.000798933,0.0065315,0.001291767,0.002560356,0.006848444,0.001789811,0.005137833,0.001783944,0.002571422,0.003870533,0.0045156,0.001868089,0.003684522,0.002344211,0.001460289,0.004228722,0.002203578,0.004530833,0.003062756,0.005408689,0.006906633,0.006640689,0.003215989,0.002743133,0.002841
0,0.011937589,0.009539,0.013163544,0.003314422,0.006723488,0.0029676,0.002202733,0.0008151,0.0068901,0.001483667,0.002751822,0.007094478,0.001866133,0.005378533,0.002003489,0.002761267,0.004115856,0.004824844,0.001997867,0.003871656,0.002497822,0.0015886,0.004604411,0.002317289,0.004769633,0.003397644,0.0056787,0.007215789,0.006997689,0.003442833,0.003798313,0.003026889
0,0.014851111,0.011620856,0.016523589,0.003556511,-0.007068511,0.001570433,0.002040033,0.000912967,0.007589422,0.000107078,0.002019144,0.008294744,0.001698211,0.005857878,-0.000201333,0.002319011,0.003554289,0.004545178,0.0016705,0.003949278,0.002198911,0.000678289,0.002891844,0.0021929,0.004779744,0.003101667,0.0062948,0.0079192,0.007532267,0.0023784,-0.006174178,0.002864211
0,0.026882033,0.021086533,0.030407767,0.006265589,-0.015218922,0.001846378,0.003501178,0.001534867,0.013477722,0.0000191,0.003300189,0.016209433,0.002835511,0.010257144,-0.001961544,0.003927689,0.005995211,0.008462211,0.003018378,0.006808756,0.003809,0.000808911,0.004853733,0.003843856,0.008458411,0.005885189,0.011135967,0.0135069,0.013542544,0.004278089,-0.012337556,0.005151122
0,0.028920933,0.022902422,0.032354367,0.007238133,0.006006844,0.005522456,0.004655211,0.001736811,0.015674367,0.002267667,0.005401978,0.017740456,0.003894111,0.011958222,0.0029014,0.005679567,0.0084816,0.010651844,0.004147789,0.008423856,0.0050839,0.0027306,0.008757878,0.004970333,0.010146522,0.007743456,0.012533144,0.016012933,0.015874956,0.006560556,0.002189889,0.006534478
0,0.020548533,0.015984878,0.023427711,0.004789478,-0.006963389,0.002372911,0.002806356,0.001253389,0.010563133,0.000445156,0.002857944,0.012651078,0.002319322,0.007948144,0.000166978,0.003232178,0.004862722,0.006251022,0.002352011,0.0054649,0.002969833,0.001012922,0.0043569,0.003143511,0.006573511,0.004344356,0.008412033,0.010858522,0.010361922,0.003239011,-0.006540978,0.003866289
0,0.023755278,0.0182492,0.0267397,0.005363922,0.003758244,0.003419233,0.0036643,0.001440267,0.012402611,0.000967133,0.004551189,0.023825678,0.003060678,0.009481644,0.004033489,0.004151622,0.0062456,0.007438622,0.002966222,0.006436489,0.003706656,0.001838922,0.007642267,0.003938167,0.008005889,0.0062846,0.009124889,0.012709956,0.011919578,0.005613789,-0.003038011,0.004404033
0,0.023045256,0.018045456,0.025938722,0.005635844,0.005054544,0.003878256,0.003884367,0.001429722,0.012333256,0.001274622,0.004668811,0.025470989,0.0031451,0.009511144,0.004548856,0.004278156,0.006450511,0.0074725,0.0031262,0.006495267,0.0040063,0.002030211,0.008410756,0.004163944,0.008547633,0.006216911,0.009565867,0.012843367,0.012196511,0.005880289,-0.0014914,0.0046804
0,0.0439674,0.033801367,0.0500453,0.009862856,0.013369522,0.007210789,0.006995111,0.002516833,0.022455467,0.002930467,0.008622033,0.053433244,0.005488756,0.016940511,0.009170722,0.007540667,0.0114236,0.014335922,0.005748478,0.0114188,0.007150911,0.003612033,0.0147131,0.007366144,0.015260867,0.0121514,0.016832378,0.022822711,0.022350622,0.010902011,-0.000226956,0.008385311
0,0.073905411,0.0560837,0.086954889,0.014468167,-0.006087378,0.009251389,0.009036789,0.003858322,0.034897511,0.002869289,0.010767544,0.055825563,0.007145478,0.024956589,0.003511856,0.009955556,0.014786933,0.022499478,0.007962711,0.016366011,0.009446122,0.003773911,0.015899467,0.010123678,0.021500367,0.018442822,0.025670867,0.034077289,0.034692078,0.011759267,-0.006453789,0.012381211
0,0.011144478,0.008869511,0.012602433,0.003016278,-0.002044944,0.001808833,0.001909533,0.000709967,0.006111244,0.000758556,0.001893856,0.007045189,0.001588056,0.004921344,0.000587611,0.0022153,0.003256178,0.004211678,0.0016276,0.003456233,0.0021032,0.000890233,0.003398489,0.0020987,0.004297233,0.002888933,0.005394322,0.006455889,0.006266267,0.0025414,-0.001798789,0.002740956
0,0.018690889,0.014510778,0.020637578,0.004562989,0.004875544,0.003725189,0.002933678,0.001148533,0.010058811,0.001272578,0.003683433,0.010843956,0.002513567,0.0076406,0.001910556,0.003651889,0.005402022,0.006228233,0.002520333,0.005431667,0.003162056,0.001878133,0.005637678,0.003192756,0.0063582,0.004572033,0.007870322,0.010511156,0.009959811,0.004033244,0.002183878,0.003934067
0,0.029776122,0.023292722,0.033235689,0.007449678,0.015991822,0.006809833,0.004944533,0.001849511,0.016426878,0.002937933,0.0063813,0.018671411,0.004163489,0.012314622,0.004474244,0.006163033,0.009143956,0.010753778,0.004440389,0.008794533,0.005442078,0.003445789,0.010424156,0.005397578,0.010722644,0.008067222,0.012802989,0.016863778,0.016540956,0.007305922,0.008773456,0.006687011
0,0.036283971,0.027109057,0.040919986,0.0071809,-0.0009595,0.002790143,0.004796586,0.002112014,0.017556657,0.000563357,0.005866071,0.036458414,0.004003371,0.013170371,0.004419443,0.005246486,0.008120186,0.011764143,0.003798829,0.008953671,0.004760629,0.001880657,0.009355671,0.005231271,0.010677886,0.0090786,0.012455371,0.017672843,0.0166646,0.007281857,-0.010926529,0.005840014
0,0.029582733,0.023089411,0.0332158,0.007011811,-0.003121322,0.004538,0.004368167,0.001742533,0.015353989,0.001420211,0.004884611,0.018407189,0.003590722,0.011617611,0.001624444,0.005066611,0.007679711,0.009853411,0.003757489,0.008218256,0.004710522,0.002098656,0.007598944,0.004737078,0.009851067,0.006957656,0.012243233,0.015558611,0.0153821,0.005705256,-0.003051333,0.005930322
0,0.012279711,0.009773767,0.013892433,0.003043233,-0.010453289,-0.0000463,0.001723133,0.00077,0.006156044,-0.000154744,0.001306656,0.007013767,0.001400933,0.004964844,-0.001338778,0.001772722,0.002789056,0.004014011,0.0013558,0.0034556,0.001848967,0.0002543,0.002058356,0.001878289,0.004135511,0.002484833,0.005499,0.0064089,0.006233767,0.001906911,-0.007736456,0.002507111
0,0.019832411,0.015667956,0.022203956,0.005044367,0.002785844,0.003226111,0.003414833,0.001262078,0.010493322,0.001201733,0.003963578,0.021827011,0.002730167,0.008265433,0.003812956,0.003815944,0.0055686,0.006182211,0.002709078,0.005695378,0.0035062,0.001712422,0.007039367,0.003638778,0.007535011,0.005029933,0.008298144,0.010833633,0.010466678,0.004899589,-0.002669389,0.003893878
0,0.028430167,0.022142422,0.031487944,0.006861856,0.011408078,0.005941456,0.0047319,0.0016995,0.015187689,0.002310533,0.005924056,0.023654911,0.003900089,0.011509467,0.0049135,0.005663878,0.008379233,0.009545356,0.0039929,0.008399378,0.004984433,0.003030722,0.009749622,0.0050832,0.010049244,0.007404444,0.011553922,0.015641856,0.015079389,0.006740378,0.004444467,0.005816878
0,0.025507833,0.019990311,0.028460667,0.0061619,0.007352278,0.004554722,0.004287633,0.001521867,0.013410344,0.001650711,0.005207578,0.027800722,0.003429133,0.010319133,0.005181378,0.004856511,0.007181078,0.008149078,0.003478156,0.007373411,0.0044443,0.002396878,0.009038711,0.004584511,0.009336922,0.006676344,0.010256456,0.013783967,0.013323256,0.006413878,-0.000294389,0.004975344
0,0.021701511,0.017453089,0.024448678,0.005600522,0.003540467,0.0036912,0.003894267,0.0013588,0.011660333,0.0015004,0.0043431,0.023515578,0.0031117,0.009232289,0.004283256,0.004311556,0.006315967,0.007309011,0.003120278,0.006598333,0.004060856,0.001972322,0.007999667,0.004149689,0.008502956,0.0056644,0.009298344,0.011997611,0.0116995,0.005754556,-0.002448456,0.004655411
0,0.011921989,0.009787556,0.013366933,0.003465144,0.008729386,0.003224633,0.002512522,0.000843544,0.006982067,0.001656589,0.003093844,0.012069722,0.002093633,0.005571144,0.003549267,0.0030076,0.004361022,0.004658378,0.002152967,0.004187267,0.002743178,0.001808733,0.005871567,0.002700211,0.0053289,0.003608556,0.005624267,0.007313933,0.007055489,0.004071089,0.003501767,0.003052278
0,0.021524889,0.017433622,0.024533022,0.005598933,0.0012171,0.003386322,0.003816244,0.001333756,0.011484989,0.001341333,0.004149322,0.022985022,0.003075878,0.009131978,0.003872956,0.004222589,0.006117978,0.007327089,0.003072167,0.006557456,0.004005256,0.001729756,0.007539244,0.004078344,0.008322122,0.005649211,0.0092575,0.011762944,0.011531411,0.0056102,-0.003998344,0.004658144
0,0.015844178,0.012672733,0.017986911,0.003924956,-0.011239344,-0.000164978,0.002205433,0.000930078,0.007985156,-0.000128033,0.0018336,0.008952,0.001790522,0.006344411,-0.001490733,0.002428744,0.003652144,0.004895422,0.001821222,0.004496922,0.002398033,0.000407011,0.002904156,0.002449067,0.005253433,0.003422822,0.0069586,0.008114756,0.008058544,0.002342711,-0.009413533,0.003253756
0,0.028032233,0.022005256,0.031457,0.006736178,-0.002394625,0.004436978,0.004222811,0.001646467,0.014719156,0.001395611,0.0047367,0.016961167,0.003500044,0.011110733,0.001592511,0.005009356,0.007514633,0.009358744,0.003586133,0.008089956,0.004584489,0.002114044,0.007486889,0.004652622,0.009506611,0.006577311,0.011679478,0.014955811,0.014628556,0.005419044,-0.002455267,0.005827689
0,0.013681056,0.010981689,0.015206278,0.003688033,0.002185111,0.0027961,0.002394211,0.000881111,0.007602289,0.001204344,0.0026581,0.007956422,0.002022722,0.005947022,0.001301944,0.002937822,0.004303333,0.005044944,0.002090222,0.004487967,0.002674756,0.001434156,0.004548778,0.002612089,0.005160178,0.003460122,0.006342333,0.007890378,0.007671967,0.003244411,0.000552756,0.003285489
0,0.009553833,0.007633944,0.010702867,0.002464222,-0.004824144,0.001116644,0.001489489,0.000599022,0.005016744,0.000322411,0.001369411,0.005399044,0.001221811,0.0039955,-0.0000294,0.001645,0.0025189,0.003168467,0.001208633,0.002932111,0.001651389,0.000514289,0.0021999,0.001635767,0.003379667,0.001985011,0.004333711,0.005169333,0.004985589,0.001789667,-0.003896033,0.002025444
0,0.017854689,0.014449878,0.020357011,0.004566744,-0.007807878,0.001340833,0.003037567,0.001093222,0.009263033,0.000486444,0.002876089,0.019345811,0.002397667,0.007453256,0.002258044,0.003087456,0.004651233,0.005911422,0.002330156,0.005376811,0.003162978,0.0009703,0.005351156,0.003250478,0.006742411,0.004301756,0.007642044,0.009485756,0.009236,0.004265733,-0.008244622,0.003760333
0,0.0227857,0.018324144,0.025791722,0.005859911,0.004549133,0.004136933,0.004063833,0.001399211,0.012277244,0.001594178,0.004652822,0.022973122,0.003268433,0.009569089,0.004229678,0.004513611,0.006703011,0.0079411,0.003288489,0.007171967,0.0042996,0.002162633,0.008321567,0.004355533,0.008751333,0.006051256,0.0096665,0.012673856,0.012195222,0.005970489,-0.001191167,0.004923733
0,0.043100167,0.032125811,0.048224778,0.008805089,0.010631556,0.006312,0.006213578,0.002347578,0.021085189,0.001991911,0.008045767,0.04779486,0.005060478,0.015628478,0.007144333,0.006872256,0.010455144,0.013146611,0.004920333,0.011519022,0.006178233,0.003302944,0.013260222,0.006700278,0.013234956,0.011364067,0.014836011,0.021441378,0.020132333,0.009120289,-0.001323822,0.0072624
0,0.017556622,0.014201033,0.020165533,0.004636211,-0.003528078,0.002691556,0.003159644,0.001074511,0.009365411,0.0009444,0.003215733,0.018238011,0.002546211,0.007480256,0.002739256,0.0034031,0.005026233,0.006150156,0.002484367,0.005718033,0.003339367,0.001352367,0.006064056,0.003414022,0.006813711,0.004540678,0.007661644,0.009611411,0.009399133,0.004597756,-0.004759111,0.004001978
0,0.024684444,0.019658144,0.028050189,0.006003311,-0.000415189,0.003365678,0.004089167,0.0014441,0.012687089,0.0010683,0.0043212,0.026034078,0.003223822,0.009879122,0.003801522,0.004385644,0.006566089,0.008077889,0.003231056,0.007433256,0.004302956,0.001755989,0.007930144,0.004376533,0.008871733,0.006209578,0.0099495,0.0129008,0.012586256,0.005953867,-0.007114967,0.004952822
0,0.027327744,0.0221119,0.031377744,0.006980122,0.0025913,0.004538067,0.004868633,0.001664978,0.014535333,0.001768878,0.005213156,0.029780322,0.003878422,0.011359378,0.004908222,0.005251033,0.007746644,0.0095485,0.003881422,0.008575711,0.005161767,0.0022994,0.009687356,0.005214722,0.010521589,0.007560644,0.011575822,0.014807211,0.014525367,0.007303044,-0.003859822,0.006063911
0,0.008856167,0.006831433,0.009803722,0.002049522,-0.007851511,-0.0002891,0.0011928,0.000556433,0.004307333,-0.000196667,0.000769111,0.004053444,0.001017811,0.003529667,-0.001013989,0.001222533,0.002010789,0.003100044,0.000886878,0.002760233,0.001290889,0.000174567,0.001145167,0.001279711,0.0026696,0.001641744,0.003653489,0.004431867,0.004201289,0.001415589,-0.007334122,0.001772833
0,0.064781689,0.0485694,0.074027211,0.012949778,0.0103635,0.009989856,0.0086624,0.0034194,0.0314173,0.003356556,0.010658144,0.036127889,0.007084444,0.022440911,0.004513478,0.009860422,0.014953856,0.021839744,0.007307722,0.017374867,0.009123367,0.004765222,0.015627644,0.009680522,0.0191995,0.017105033,0.022295022,0.031443056,0.030499211,0.011349578,0.003169778,0.0116954
0,0.015157267,0.012152767,0.017288267,0.003891078,-0.005204344,0.002189944,0.002401578,0.000900322,0.008078967,0.000595511,0.002196244,0.008432856,0.002011522,0.006325778,0.000192033,0.002773467,0.004070356,0.005449111,0.001947533,0.004949267,0.002659756,0.000982111,0.003874556,0.002752089,0.005433933,0.003564744,0.006735056,0.008291722,0.008057456,0.003002533,-0.004530178,0.003500778
0,0.0275187,0.022390233,0.031907856,0.007197378,0.006652778,0.005110467,0.005133889,0.001669011,0.014955378,0.0021935,0.005591378,0.029655122,0.004168922,0.0116974,0.005581644,0.005694556,0.0082732,0.0104153,0.004128489,0.0092056,0.005434,0.002665178,0.0105899,0.005611978,0.010875789,0.008219478,0.011725056,0.015264311,0.0149579,0.007727378,-0.001067156,0.006536389
0,0.017160322,0.014117778,0.019539256,0.004939489,0.011908233,0.004305244,0.003643867,0.001160867,0.009995733,0.002323878,0.004243789,0.016713,0.003023856,0.007888622,0.004628211,0.004323822,0.006140156,0.007245389,0.003073178,0.006432844,0.00399,0.002514544,0.008150656,0.003966267,0.007445944,0.005802289,0.007914289,0.010335833,0.010100967,0.005914656,0.004538444,0.0046446
0,0.028777078,0.023430544,0.033620033,0.007328844,-0.000742122,0.004374744,0.0051069,0.001696744,0.015135578,0.001482044,0.005153889,0.031166533,0.0040518,0.011907544,0.004563344,0.005382189,0.007873856,0.010376556,0.0040058,0.009264678,0.005338444,0.002075333,0.009862389,0.005546311,0.010952111,0.008407244,0.012061022,0.015305167,0.015175822,0.007324333,-0.0074656,0.006554811
0,0.0809056,0.061441789,0.095968211,0.015667222,0.002706178,0.010827167,0.010252978,0.004117222,0.037809033,0.003670467,0.012028467,0.053046267,0.008139322,0.026787456,0.004243378,0.011300767,0.016715833,0.025827211,0.0087262,0.020034289,0.010702467,0.004805478,0.017939078,0.011599056,0.023076244,0.0216848,0.026962567,0.036832744,0.0369552,0.013033789,-0.002729122,0.013933056
0,0.024468578,0.019865622,0.028485711,0.0065445,0.002898033,0.004262667,0.004614922,0.001501033,0.013201144,0.001861056,0.004759478,0.026477333,0.003715178,0.010485933,0.004512522,0.005041267,0.007283822,0.009327922,0.003694044,0.008310167,0.004921811,0.002207222,0.009155667,0.004965578,0.009790433,0.007989844,0.010686578,0.013491989,0.013331667,0.006900644,-0.002720089,0.005872033
0,0.040779867,0.030860944,0.0458919,0.008670389,0.001415789,0.005992189,0.005728189,0.002221844,0.0200848,0.001882122,0.006457489,0.021418689,0.004863044,0.014953556,0.0021753,0.006622722,0.010295278,0.014865622,0.004815811,0.012247422,0.006078878,0.002961111,0.009419544,0.0063063,0.012041644,0.010755633,0.014848756,0.020309833,0.019663889,0.007723344,-0.002132367,0.0080331
0,0.030316844,0.024341411,0.035004967,0.007804478,0.010661089,0.005930789,0.005652178,0.001846311,0.016430511,0.002792667,0.006388044,0.031323556,0.004592644,0.012774133,0.0064084,0.0063439,0.009283389,0.012016444,0.004638878,0.010393078,0.006045211,0.003193089,0.011436867,0.006073456,0.011751611,0.010384511,0.0126963,0.016738022,0.016480022,0.0088504,0.001383256,0.007133411
0,0.037789789,0.030328611,0.044293189,0.009243756,0.006490611,0.006287633,0.006623078,0.002192233,0.019742544,0.002651022,0.0072978,0.041619011,0.005240311,0.015201956,0.006959656,0.007082856,0.010461644,0.014123489,0.005327033,0.012096678,0.006974989,0.0031548,0.0129888,0.0070911,0.013925778,0.013121133,0.015184978,0.0198865,0.019703678,0.010088533,-0.003349556,0.008286367
0,0.021725522,0.017349644,0.024858267,0.005378567,-0.000382175,0.003795933,0.003821389,0.001331311,0.0114782,0.0013377,0.004224867,0.019598078,0.003226078,0.0089818,0.003804333,0.004270533,0.006374933,0.008544911,0.003075311,0.007613211,0.004112722,0.002041644,0.008018744,0.004279533,0.007856044,0.006419544,0.008684211,0.011742556,0.011290889,0.005900178,-0.00595385,0.004853756
0,0.017692589,0.014110122,0.020009522,0.004640244,0.001008978,0.003324933,0.003010389,0.001133789,0.009630511,0.001200389,0.003111244,0.009128611,0.002571478,0.007477144,0.001213378,0.003553289,0.005283556,0.006862656,0.002543956,0.006262433,0.003428589,0.001675367,0.005584589,0.003398011,0.006477233,0.004938022,0.0077891,0.009882678,0.009631111,0.0042024,-0.000675367,0.004318289
0,0.016939889,0.013448556,0.019088056,0.004076367,-0.006707022,0.002175067,0.0025086,0.001020356,0.008678789,0.000555267,0.002249422,0.007899211,0.002150367,0.006793144,-0.0000246,0.002868933,0.004457544,0.006598689,0.002075711,0.005756833,0.002838644,0.000976778,0.003681611,0.002849189,0.005429278,0.004336811,0.006949122,0.008783522,0.0085319,0.003407733,-0.006816856,0.003689222
0,0.011417078,0.009332567,0.0130931,0.0029908,-0.009314744,0.001228122,0.0017324,0.000669033,0.005898322,0.000180244,0.001424811,0.005589833,0.001427567,0.004743356,-0.0011777,0.001858,0.002848822,0.004277089,0.001387378,0.0038919,0.0020368,0.000368033,0.002206489,0.001953944,0.003909889,0.003344089,0.005149267,0.0059206,0.005929433,0.0023215,-0.007160367,0.002669911
0,0.041935056,0.031943244,0.046480567,0.009647278,0.0206147,0.009429778,0.006473944,0.002459,0.021864533,0.003606189,0.008860089,0.023146389,0.005343022,0.015767722,0.005784978,0.0078717,0.011876467,0.015401267,0.005727989,0.013051111,0.007313911,0.004694244,0.014284922,0.007373678,0.014162244,0.011983533,0.015959078,0.022194233,0.0214365,0.009159656,0.012282067,0.008383122
0,0.027896678,0.022096156,0.031474522,0.006905456,-0.008157867,0.004551989,0.004152756,0.001619511,0.014373367,0.000890233,0.004300633,0.015313089,0.003420356,0.010819067,0.001156433,0.004995956,0.007373889,0.009702133,0.003660333,0.0088375,0.004879244,0.0016004,0.006572067,0.004807022,0.009386911,0.006920678,0.011363189,0.014275267,0.014345411,0.005309444,-0.007932683,0.005716978
0,0.036846744,0.028948511,0.0417724,0.008678467,0.000399178,0.006291433,0.005386111,0.002107822,0.018833556,0.001873689,0.006018289,0.021110033,0.0043012,0.013894122,0.001992533,0.006222411,0.009172889,0.012141356,0.004656644,0.0108864,0.006197811,0.002772278,0.010065344,0.006130244,0.012260544,0.008983511,0.014579411,0.018436989,0.018643189,0.006866,-0.002411489,0.007007833
0,0.026932,0.021134922,0.029761733,0.006896011,0.013971222,0.006790522,0.004605489,0.001672722,0.014544167,0.002674167,0.005912844,0.016086167,0.003793667,0.010897089,0.003984733,0.0056722,0.008155544,0.009661833,0.004009467,0.008800789,0.005253033,0.003306222,0.0097807,0.005026178,0.009745311,0.007125989,0.011174156,0.014687956,0.0143936,0.006191678,0.007721878,0.005710911
0,0.019979044,0.015725678,0.0224052,0.005041778,-0.004412933,0.003192767,0.0030444,0.001212656,0.010387844,0.000812567,0.003124822,0.011256,0.002455244,0.007896822,0.000600933,0.0034873,0.005121678,0.006518744,0.002556278,0.0062384,0.003532078,0.001383922,0.0052888,0.003455156,0.006916633,0.004440667,0.0084921,0.010328422,0.010329633,0.003467967,-0.003742578,0.004004833
0,0.019371211,0.0148469,0.021435611,0.004388311,-0.006032111,0.0020601,0.002638167,0.001166111,0.009700756,0.000358489,0.002603733,0.009791511,0.002198567,0.007268278,0.0000363,0.003026833,0.004660522,0.0062821,0.002133778,0.005854489,0.002957956,0.001101844,0.004098722,0.002968156,0.005894278,0.004114878,0.007499556,0.009551122,0.009309778,0.003043289,-0.006254144,0.003477133
0,0.022344422,0.017597667,0.025014011,0.005517278,-0.005706922,0.003312256,0.003307056,0.001321089,0.011440189,0.000848989,0.0033525,0.012280956,0.002665467,0.008649278,0.000529967,0.0038053,0.005609678,0.007279167,0.0028166,0.007015967,0.003879378,0.0014728,0.005555689,0.003713789,0.007434867,0.004955867,0.009120633,0.0111967,0.011284467,0.003820178,-0.005629389,0.004296278
0,0.026753956,0.020627289,0.0298292,0.006455567,0.006743133,0.005707356,0.004107822,0.001585589,0.013844611,0.001694489,0.005027633,0.015068833,0.003348722,0.0102493,0.002458911,0.005058622,0.007227967,0.008872044,0.003516756,0.008225089,0.004701822,0.002625522,0.008285122,0.004561744,0.008982911,0.006535833,0.010553733,0.013867489,0.013620156,0.005061933,0.003141044,0.005169489
0,0.016965278,0.013345078,0.0190639,0.004339578,-0.001572475,0.003102878,0.0026629,0.001049378,0.008907933,0.000874844,0.002892222,0.009412333,0.002170878,0.0068135,0.000865122,0.003179267,0.0045534,0.005627667,0.002230356,0.005393911,0.003081,0.001436044,0.004912122,0.003008178,0.0059386,0.003843167,0.007182011,0.008940944,0.008792722,0.0030638,-0.001758278,0.003414733
