group,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32
1,0.017816156,0.013964589,0.019724811,0.004572,-0.000759889,0.003852567,0.002846211,0.0010916,0.009156789,0.0011183,0.003113044,0.008950633,0.002352978,0.006939156,0.000945344,0.003435767,0.004937011,0.006717311,0.002656867,0.006612389,0.003894022,0.001616311,0.005197189,0.003312089,0.006188078,0.0042631,0.007200522,0.008737522,0.008998733,0.0035006,-0.001413433,0.0036043
1,0.023176511,0.0174596,0.025824278,0.0049455,-0.011859744,0.0017308,0.0027561,0.0013653,0.010600844,-0.00023,0.0025183,0.009740144,0.0023,0.007841111,-0.001523822,0.003207,0.004890189,0.007342278,0.002468144,0.0074623,0.003811644,0.000850178,0.003946178,0.0033674,0.006474322,0.004866456,0.008072889,0.009620167,0.010139967,0.002983433,-0.014126378,0.003626722
1,0.015665422,0.011960144,0.017411789,0.003521578,-0.0080338,0.001575789,0.002057256,0.000940889,0.0072926,3.66E-05,0.001922111,0.006803744,0.001683967,0.005548856,-0.000864011,0.002374878,0.003485267,0.004759767,0.001746411,0.005053578,0.002746278,0.000745322,0.002947833,0.002392689,0.004610211,0.003110944,0.005715067,0.006720244,0.007064367,0.002200556,-0.008118789,0.002524678
1,0.02231532,0.01736678,0.02474232,0.00558652,0.01189912,0.00587396,0.0038232,0.00138072,0.01149818,0.00201766,0.00487346,0.01435132,0.0031911,0.00869904,0.00355918,0.0047045,0.00664652,0.0091155,0.00358182,0.00856268,0.00505736,0.0027241,0.00835142,0.00440164,0.00792298,0.00627032,0.00861546,0.01132036,0.01132522,0.00535238,0.00553874,0.00458228
1,0.015270689,0.011654978,0.017285811,0.003291578,-0.019958967,-0.001231756,0.001640267,0.000869311,0.006691989,-0.000817233,0.0007402,0.005998656,0.001331056,0.005144122,-0.002442367,0.001668656,0.002758311,0.004181311,0.001365333,0.004655667,0.002279022,-0.000165378,0.001439278,0.002041556,0.004084567,0.002660222,0.005481467,0.005864933,0.0064006,0.001311444,-0.019741811,0.0022841
1,0.021289,0.016670378,0.023965644,0.005262967,0.0076859,0.004948044,0.003661589,0.001331911,0.010817156,0.001328756,0.004522978,0.019231233,0.002999056,0.008210933,0.003909744,0.004265233,0.0059676,0.008335089,0.003158322,0.007938878,0.004628956,0.002259967,0.008482056,0.004220678,0.007716556,0.005984511,0.008023678,0.010433778,0.010483967,0.005197111,0.001010822,0.004143278
1,0.0317015,0.024141311,0.0349914,0.0078339,0.0328679,0.010187822,0.0054719,0.001997733,0.016858056,0.003454833,0.007999678,0.014827211,0.004664978,0.012193733,0.005624567,0.007021656,0.009960778,0.014575478,0.005388989,0.012736756,0.0073776,0.004550456,0.012986333,0.006602233,0.011229756,0.010038222,0.012262956,0.016804467,0.016495933,0.008060111,0.024223911,0.006972256
1,0.028836311,0.022028722,0.031778711,0.006933078,0.013683733,0.007777467,0.004530244,0.001742022,0.014727244,0.002226344,0.0059657,0.0136564,0.003842533,0.010709978,0.003251867,0.005795411,0.008199256,0.011847389,0.004387133,0.010979311,0.006268211,0.003331922,0.009917367,0.005407044,0.0096933,0.007938067,0.010907689,0.014321167,0.014348978,0.006177278,0.008737944,0.005781178
1,0.012486289,0.009630811,0.013583922,0.003210622,0.012120456,0.004610889,0.002239944,0.0008767,0.006885011,0.001511778,0.003460344,0.005622667,0.001967611,0.005040933,0.0023532,0.002999522,0.004138911,0.005283722,0.002235256,0.005047211,0.003128789,0.002005856,0.005486022,0.002633033,0.004590467,0.003724744,0.005094111,0.006821978,0.006691822,0.003381278,0.008909367,0.002748967
1,0.013119433,0.010184822,0.014363089,0.003460478,0.009114922,0.004103833,0.002371089,0.000876756,0.007081133,0.001453922,0.003129644,0.0063352,0.002064244,0.005329767,0.002053556,0.003039856,0.004278622,0.005835533,0.002344144,0.005595822,0.0033431,0.001943889,0.005259667,0.002736433,0.004858878,0.003688133,0.005378367,0.0070094,0.006933189,0.003431267,0.006015678,0.0029479
1,0.010184556,0.0080098,0.011365756,0.002621078,-0.003920867,0.001872567,0.001621411,0.000659711,0.005127011,0.000451422,0.001532633,0.004707644,0.001333044,0.003989978,-4.21E-05,0.001869133,0.002738078,0.003630844,0.001480122,0.0039018,0.002251433,0.000731656,0.002569422,0.001874333,0.0035566,0.002208167,0.004198789,0.0048028,0.005005678,0.001764489,-0.003710033,0.002039022
1,0.018007322,0.013647144,0.020369467,0.003801367,-0.019290967,-0.001603344,0.001831289,0.000999922,0.007804611,-0.000869378,0.000881811,0.007106933,0.001501778,0.005847167,-0.002644744,0.001981144,0.003259467,0.004765089,0.001724122,0.005807433,0.002832733,-0.000126467,0.001790311,0.002357756,0.004670422,0.003148911,0.006178378,0.006637622,0.007465078,0.001546711,-0.021964778,0.0024961
1,0.017378111,0.013987189,0.019176378,0.0051218,0.022884944,0.007081167,0.003612833,0.001173056,0.010061389,0.0031118,0.004881744,0.009077022,0.003090978,0.007530156,0.004342478,0.005036333,0.006586511,0.008714656,0.003759333,0.0079455,0.005130567,0.003349767,0.008873611,0.004247489,0.007253511,0.006087856,0.007657378,0.010084233,0.010073633,0.005548433,0.014667156,0.004542922
1,0.013112967,0.010045956,0.014476133,0.003133389,-0.003198778,0.002284956,0.001921778,0.000815011,0.006387856,0.0005149,0.001917689,0.005775111,0.001641978,0.004872833,0.000231833,0.002287333,0.003412922,0.004834244,0.001793089,0.004992144,0.0026921,0.000976267,0.003103122,0.002236011,0.004153444,0.002934356,0.004974933,0.005944778,0.006150089,0.002334044,-0.003801089,0.002381144
1,0.023820656,0.018899889,0.0266665,0.006330722,0.016528556,0.0068597,0.004634133,0.001477189,0.012586967,0.002931522,0.0056792,0.021267033,0.003774533,0.009632344,0.005786144,0.005592878,0.007612811,0.0103893,0.0043607,0.009777944,0.006214744,0.003307389,0.010151022,0.005162078,0.009351722,0.008186867,0.0094796,0.012104956,0.012467856,0.007021144,0.006442733,0.005202211
1,0.016284144,0.012461233,0.017744911,0.004021144,0.012110989,0.005098689,0.002746444,0.0010771,0.008608222,0.001616411,0.003977844,0.006928222,0.002397089,0.006322089,0.002455222,0.003612867,0.005029156,0.006975211,0.002744522,0.006644211,0.003928078,0.002284389,0.006369044,0.003264867,0.005639911,0.004690144,0.006358956,0.008396667,0.008296344,0.004003689,0.008469044,0.003397911
1,0.018292867,0.014076667,0.019661322,0.004821944,0.022324333,0.006876933,0.003450633,0.001229533,0.010053356,0.002608,0.005202322,0.008851156,0.002998267,0.007426678,0.004143633,0.004641767,0.006473989,0.008770456,0.003525133,0.008110789,0.004910844,0.003206411,0.008418089,0.004100156,0.006777267,0.005683544,0.007330822,0.010037922,0.009774222,0.005306622,0.017152522,0.004249189
1,0.0137434,0.010525133,0.014869178,0.003500978,0.009962522,0.004325467,0.002469033,0.000927756,0.007356333,0.001521189,0.003363856,0.006396811,0.002137967,0.005495944,0.002204144,0.003132589,0.004477756,0.0061475,0.002391289,0.005874522,0.003457889,0.001994456,0.0054465,0.002840522,0.0049403,0.003782933,0.0054915,0.007174989,0.007080422,0.003551267,0.006761689,0.003007467
1,0.006856789,0.005327589,0.007692822,0.001504367,-0.0119797,-0.001417233,0.000780222,0.000421011,0.002920711,-0.000493511,0.000157756,0.002764767,0.000603011,0.002407367,-0.001528644,0.0006907,0.001201378,0.001598011,0.000626378,0.002184244,0.001072867,-0.000277444,-0.000199478,0.000728967,0.0019501,0.000849744,0.002523867,0.002394844,0.002770989,0.000429744,-0.011871222,0.000913233
1,0.010631589,0.008230711,0.011814956,0.002589811,-0.006454011,0.001480322,0.001574489,0.000630289,0.005061544,0.000192067,0.001305689,0.004596356,0.001275411,0.003945467,-0.000508644,0.0017155,0.002601956,0.003473267,0.001433944,0.003951589,0.002166378,0.000550378,0.002126867,0.001812078,0.003384956,0.002075089,0.004149289,0.004567978,0.004933322,0.001640678,-0.006468489,0.0019575
1,0.041790622,0.030406578,0.046343022,0.008701744,0.000475778,0.007631311,0.005419133,0.002236911,0.019002144,0.0015024,0.006256633,0.017982033,0.004440356,0.013549389,0.001444978,0.006347967,0.009352256,0.013784811,0.0052284,0.014579678,0.007766711,0.002903244,0.009915633,0.006516078,0.011860978,0.009718978,0.013762233,0.017251078,0.018226156,0.006339078,-0.003451844,0.006753567
1,0.012743156,0.009886144,0.013783089,0.003497778,0.009503433,0.004352356,0.002415744,0.000844589,0.006954044,0.001597278,0.003123033,0.006197856,0.002072844,0.005247778,0.0021621,0.0031659,0.004324511,0.005611678,0.002402889,0.005608033,0.003449667,0.001991467,0.005447567,0.002843356,0.0048737,0.003555422,0.005305656,0.006837778,0.006834478,0.003383456,0.006520033,0.002969433
1,0.019034044,0.015034078,0.020907089,0.005350344,0.019054329,0.006901244,0.003699433,0.001238633,0.010566789,0.002879,0.004805956,0.009399011,0.003136156,0.007881222,0.003845044,0.004949778,0.0066347,0.0087723,0.003854244,0.008459111,0.005368656,0.003177656,0.008607967,0.004362311,0.007463878,0.005923167,0.008050589,0.0103316,0.010532967,0.005393056,0.011551367,0.004630022
1,0.020571456,0.015976789,0.023021411,0.005162167,-0.004065911,0.004001289,0.003176367,0.001212511,0.010227433,0.000976356,0.003161,0.009656722,0.002658922,0.007785644,0.0004982,0.003822278,0.005533878,0.007252489,0.003078044,0.008075022,0.004526433,0.001605833,0.005474467,0.0038639,0.006893367,0.004683622,0.008045856,0.009367111,0.009998022,0.003546078,-0.0047478,0.004103656
1,0.021193478,0.016652611,0.023395078,0.005877667,0.018169078,0.007031178,0.004009811,0.001374589,0.0116622,0.002922967,0.005054144,0.010450178,0.003422811,0.008698833,0.003776089,0.005320567,0.0072495,0.009593922,0.0041356,0.0093908,0.005838644,0.003315144,0.009190044,0.004861578,0.008107267,0.006442533,0.008889789,0.011286022,0.011569178,0.005757644,0.010947178,0.005125533
1,0.0167717,0.023632011,0.005773656,0.011915413,0.006144267,0.003836589,0.001309878,0.011358289,0.002498889,0.004523711,0.010189989,0.003238911,0.008502644,0.002859022,0.004978333,0.006804622,0.0091598,0.003949189,0.009015322,0.005507822,0.002861678,0.008193356,0.0046294,0.007855656,0.006553811,0.008798433,0.010781567,0.011296667,0.005430922,0.006369813,0.004998989,0.004998989
1,0.021775044,0.016763233,0.024207856,0.0051388,-0.001476067,0.004367433,0.003236489,0.0012682,0.010677033,0.001063111,0.003460833,0.0094552,0.002762144,0.007965989,0.000830489,0.00394,0.005747144,0.0082779,0.0031792,0.008692311,0.004645478,0.001799811,0.0057171,0.003869922,0.006852344,0.005218411,0.008070922,0.009796044,0.010304878,0.003969567,-0.002447156,0.004154211
1,0.012099144,0.009603433,0.013297556,0.003495389,0.012647629,0.004574289,0.002478911,0.000849644,0.006966333,0.001883044,0.003236289,0.005939211,0.0021561,0.005248989,0.0025262,0.003322256,0.004522311,0.005976267,0.002576733,0.005788867,0.003599856,0.002198189,0.005890467,0.002979256,0.005004411,0.003867333,0.0053284,0.006913633,0.006856544,0.003686867,0.008959044,0.003112967
1,0.016754544,0.013295033,0.018928789,0.004364756,-0.004593056,0.0031866,0.002653467,0.001015867,0.008408689,0.000850867,0.002562078,0.007486778,0.002196956,0.006429889,0.000258422,0.003134022,0.004465089,0.006094389,0.002649989,0.006589889,0.003808544,0.001259378,0.004434,0.003213522,0.005764178,0.004266322,0.006814544,0.007585933,0.008325767,0.003212967,-0.0047183,0.003532144
1,0.0103952,0.008427222,0.011515556,0.003392689,0.022006778,0.0053394,0.0025544,0.000817889,0.006575556,0.002669456,0.003694578,0.005853789,0.002233567,0.004938778,0.003844967,0.003610844,0.004638389,0.006182,0.002784656,0.005544256,0.003761567,0.002703911,0.006962433,0.0031106,0.005008878,0.0043978,0.004967256,0.006750722,0.006599489,0.004316022,0.013892367,0.003178678
1,0.016953111,0.013083611,0.018652833,0.004277178,0.005576878,0.004442289,0.002874822,0.001076967,0.008763956,0.001446822,0.003365744,0.007474722,0.002469278,0.006596689,0.001665,0.003545956,0.005069767,0.0071731,0.002854711,0.007233122,0.004137989,0.002009211,0.005679278,0.003383344,0.005898844,0.004479867,0.006661733,0.0083588,0.008535711,0.003889011,0.003145289,0.003585556
0,0.0171222,0.013776867,0.018612544,0.004242856,0.004968456,0.003428778,0.002502256,0.001078789,0.009461233,0.001372811,0.003464578,0.011938556,0.002169489,0.007284589,0.002519533,0.003257489,0.005004667,0.005691333,0.002703489,0.004044711,0.002998356,0.001481767,0.004745744,0.002472033,0.005698344,0.004133844,0.007923522,0.009114289,0.009841067,0.003829367,0.002230689,0.003771522
0,0.018281622,0.014416822,0.0198625,0.004209356,0.007575011,0.003784733,0.002598633,0.001181311,0.009936989,0.001254233,0.004051244,0.011885622,0.002313956,0.007445367,0.0026757,0.003391856,0.004915,0.004873256,0.002627544,0.004076289,0.002973433,0.001712656,0.004936089,0.002554011,0.0056883,0.004643944,0.007930167,0.010081567,0.010095067,0.003723689,0.004203078,0.003768989
0,0.0177904,0.013863489,0.019651922,0.003665333,-0.007941711,-0.000214833,0.001982578,0.001116667,0.008599767,-0.000195944,0.002226222,0.010116744,0.001729544,0.006427211,-0.000102422,0.002219833,0.003187622,0.003999589,0.001824522,0.003284933,0.0021806,0.000455511,0.002221144,0.001967644,0.004830644,0.003486378,0.007097078,0.008679644,0.008662711,0.002154644,-0.0076169,0.0028661
0,0.019780211,0.016035878,0.021925189,0.004903378,0.007747689,0.003776178,0.003187189,0.001238633,0.010932644,0.001481644,0.004388711,0.0227467,0.002715967,0.008443256,0.005014278,0.003828867,0.005749778,0.006059644,0.003041733,0.004733667,0.0035403,0.0017814,0.006729433,0.003258444,0.007347989,0.0052733,0.0088167,0.011140833,0.011179456,0.005372556,0.001460922,0.004353511
0,0.019124722,0.015209478,0.021172222,0.004458111,0.000281,0.002983478,0.002599833,0.001210533,0.010151889,0.000795744,0.003380878,0.012798222,0.002237711,0.007599222,0.0014852,0.003185289,0.004613444,0.005116144,0.002502044,0.004110489,0.0029107,0.0012176,0.004371578,0.002627956,0.006108478,0.004319767,0.008404967,0.010367033,0.010288367,0.003243289,-0.001336033,0.003756444
0,0.018992567,0.015161722,0.020885656,0.004574556,0.000696522,0.003156478,0.002681667,0.001226178,0.010169489,0.000913211,0.003437489,0.012753133,0.002278256,0.007740567,0.001552911,0.003271144,0.004871444,0.0055504,0.002591278,0.004304067,0.003034389,0.001293822,0.004708078,0.002751078,0.006324556,0.004401756,0.008560756,0.010422967,0.0104056,0.003476311,-0.000981256,0.0039032
0,0.021236933,0.016828722,0.024074033,0.005082,-0.013051444,0.002026456,0.002556456,0.001229544,0.010819878,-0.000174933,0.002319111,0.011984044,0.002147033,0.008248789,-0.001602278,0.003193744,0.004875522,0.006778856,0.002517533,0.005022933,0.002979044,0.0006186,0.004046678,0.003144044,0.006629444,0.004685344,0.009227867,0.011054733,0.0110659,0.003282033,-0.010994589,0.004243411
0,0.023305078,0.018469222,0.026009356,0.005873978,0.003975789,0.004363667,0.003602911,0.001425967,0.012735767,0.001487467,0.0044706,0.014006889,0.003127478,0.009718156,0.002321578,0.004505644,0.006730689,0.008215689,0.003297611,0.006286856,0.003985078,0.002083978,0.006838133,0.003933422,0.008120344,0.006029133,0.010306989,0.013613144,0.012923522,0.005034333,0.001053911,0.005230189
0,0.011541744,0.009363911,0.013009878,0.003071844,-0.002172111,0.0018224,0.001856856,0.000736933,0.006314611,0.000620022,0.001940078,0.006873611,0.001559811,0.004995889,0.000628578,0.002203567,0.003354322,0.004272122,0.001609089,0.003261467,0.002041556,0.000809967,0.003043711,0.001979389,0.004118122,0.002711122,0.0054066,0.006688156,0.006443633,0.002611178,-0.002470944,0.00268
0,0.019654967,0.015856922,0.022280356,0.005105044,-0.002775356,0.003159933,0.003046667,0.001242256,0.010681333,0.001065478,0.003320344,0.011994844,0.002592711,0.008305156,0.001181578,0.003697467,0.005509122,0.007222889,0.002753789,0.005406422,0.003393322,0.001375189,0.005229478,0.003291578,0.006917122,0.0050874,0.009015522,0.011137367,0.010945844,0.004383278,-0.002801111,0.0045764
0,0.0118411,0.009230889,0.013201267,0.002749111,-0.007214,-0.000549244,0.001450656,0.000759978,0.005913867,-0.000202256,0.001300389,0.006344544,0.0012181,0.004564922,-0.000965389,0.001713733,0.002618644,0.003386878,0.001295767,0.002888856,0.001620822,0.000310856,0.001927378,0.001682033,0.003528822,0.0023994,0.004941011,0.006215022,0.005913056,0.001784611,-0.007200778,0.002174578
0,0.028749444,0.022556811,0.031753311,0.0068742,0.012798244,0.005427178,0.004692544,0.001727078,0.015294189,0.002246511,0.006235422,0.032591444,0.003852311,0.011695956,0.007210511,0.005451422,0.008387744,0.009521067,0.004069233,0.007499056,0.005042,0.002738756,0.010122756,0.004895556,0.010332211,0.0080443,0.011634256,0.015811544,0.015329633,0.007908111,0.0028754,0.005808922
